Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
250400905000077,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009007,Catolé,1,0,347,1222,3.52,2.85,549.82,192656.77,640.22,166366.6,319.24,151926.06,583.13,123576.74,NA
250400905000078,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009007,Catolé,1,0,283,907,3.2,2.8,718.19,984828.35,758.39,1009556.49,464.29,598080.1,658.97,720794.64,NA
250400905000079,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009015,Estação Velha,1,0,305,992,3.25,2.87,744.03,833241.77,787.95,847871.55,441.88,479224.98,680.25,575769.73,NA
250400905000080,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009015,Estação Velha,1,0,178,620,3.48,3.6,596.12,202194.84,647.01,186434.35,348.66,165870.28,599.47,134734.17,NA
250400905000081,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009015,Estação Velha,1,0,44,130,2.95,2.04,931.09,1260735.9,952.74,1269632.19,494.45,665721.08,772.15,827405.27,NA
250400905000082,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,298,870,2.92,2.34,944.4,1285862.13,987.48,1302033.52,620.7,906310.69,903.68,1064076.74,NA
250400905000083,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,329,1014,3.08,2.36,1116.29,1088708.71,1200.2,1069775.75,674.61,849563.6,1023.01,932039.47,NA
250400905000084,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,235,693,2.95,2.85,1267.46,2225025.73,1341.68,2255878.69,751.68,1283473.15,1062.6,1484435.82,NA
250400905000085,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,266,843,3.17,2.47,829.89,1193738.26,963.98,1257634.9,490.81,617665.65,808.01,760864.66,NA
250400905000086,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,267,865,3.24,2.49,812.08,497047.4,881.4,478299.91,489.77,438366.24,744.72,476765.19,NA
250400905000087,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,267,882,3.3,3.17,894.16,966220.3,947.38,973338.17,533.58,573954.74,792.06,647408.24,NA
250400905000088,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,292,1051,3.6,2.65,681.13,592868.58,792.39,601585.67,461.94,423394.52,699.57,475047.61,NA
250400905000089,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,313,1155,3.69,2.43,1751.72,2790193.76,1833.74,2770367.63,861.05,1653328.56,1341.18,1931726.84,NA
250400905000090,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,271,943,3.48,2.32,2403.58,56078031.09,2554.4,59223752.54,1162.04,19069066.49,1898.36,29774298.18,NA
250400905000091,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,294,1029,3.5,2.71,1620.02,3469501.82,1694.97,3503098.42,829.56,1765284.68,1289.49,2151583.73,NA
250400905000092,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,349,1032,2.96,1.93,875.09,1291923.32,931.11,1322564.03,526.06,705624.97,765.41,843700.91,NA
250400905000093,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,258,857,3.32,2.57,1064.82,1304661.95,1121.32,1310557.42,598.74,783318.42,916.36,908057.45,NA
250400905000094,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,335,1090,3.25,1.94,1477.9,5126529.06,1607.46,5368461.79,830.94,2436560.22,1270.7,3168408.45,NA
250400905000095,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,311,1026,3.3,2.91,1623.42,5137654.41,1682.95,5226151.91,868.3,2605960.98,1333.88,3383599.84,NA
250400905000096,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,242,776,3.21,2.8,661.83,224582.56,711.84,205872.54,379.92,293046.24,657.91,324653.69,NA
250400905000097,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,273,847,3.1,2.76,849.27,722192.53,858.71,722113.54,498.3,435352.73,720.65,469446.74,NA
250400905000098,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009023,Liberdade,1,0,249,843,3.39,3.32,570.49,320324.28,660.71,311330.53,378.35,208586.54,592.56,199730.79,NA
250400905000099,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009036,Quarenta,1,0,148,508,3.43,3.08,764.59,1025030.3,832.06,1059594.09,420.82,571445.58,704.13,757404.9,NA
250400905000100,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009036,Quarenta,1,0,161,531,3.3,2.71,601.89,419896.92,745.42,412985.66,444.31,308072.85,714.01,302490.24,NA
250400905000101,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009051,JARDIM QUARENTA,1,0,304,1000,3.29,2.52,1417.07,3756101.09,1527.62,3880691.33,807.55,2265731.67,1217.64,2918119.34,NA
250400905000102,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009051,JARDIM QUARENTA,1,0,237,830,3.5,3.35,820.17,896141.51,971.9,914552.17,535.9,559148.24,804.4,623444.33,NA
250400905000103,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009036,Quarenta,1,0,337,1151,3.42,2.36,1410.13,3179606.13,1513.42,3256430.31,834.32,1965406.56,1214.75,2400097.03,NA
250400905000104,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009036,Quarenta,1,0,207,737,3.56,3.2,862.74,1940921.08,1014.7,2129666.91,465.18,900882.96,832.85,1307856.41,NA
250400905000105,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009008,Centenário,1,0,322,1071,3.33,2.77,1017.66,1935409.08,1027.24,1943805.58,591.01,1047006.18,866.69,1296852.9,NA
250400905000106,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009008,Centenário,1,0,264,824,3.12,2.64,1585.37,4039111.06,1654.3,4100939.94,920.18,2380948.19,1389.62,2944417.82,NA
250400905000107,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009008,Centenário,1,0,299,1004,3.36,2.47,857.78,1035574.64,960.58,1061030.93,498.92,616607.53,807.61,749044.68,NA
250400905000108,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009008,Centenário,1,0,304,1001,3.29,2.39,1043.11,1416537.61,1097.25,1430703.63,584.51,873345.19,904.91,1062474.51,NA
250400905000109,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009008,Centenário,1,0,307,1070,3.49,2.9,1083.89,1920134.42,1120.38,1943977.99,650.71,1296333.11,954.59,1612121.03,NA
250400905000110,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009008,Centenário,1,0,206,697,3.38,2.65,1337.78,3594044.89,1420.53,3699352.57,715.37,1948955.03,1135.96,2618785.09,NA
250400905000111,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009008,Centenário,1,0,417,1541,3.7,2.96,1308.07,3161734.41,1431.67,3283850.95,676.89,1737161.4,1153.97,2411872.8,NA
250400905000112,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009008,Centenário,1,1,170,639,3.76,3.15,403.55,45820.84,451.34,29571.46,224.2,67994.33,421.42,44606.18,NA
250400905000113,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009004,Bela Vista,1,0,313,1063,3.4,2.46,4281.56,39183450.4,4558.26,40458782.8,2397.81,19413321.3,3536.2,24612668.24,NA
250400905000114,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009004,Bela Vista,1,0,92,303,3.29,3.04,1857.26,13250790.15,2034.14,14163836.53,1013.24,6082345.41,1591.38,8647912.51,NA
250400905000115,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009004,Bela Vista,1,0,220,684,3.11,2.22,572.5,219486.14,623.51,207175.36,424.79,245798.19,595.91,242836.43,NA
250400905000116,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009004,Bela Vista,1,0,260,964,3.71,3.77,709.15,1090916.48,752.57,1125172.63,377.92,515159.24,624.4,697613.46,NA
250400905000117,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009004,Bela Vista,1,0,261,874,3.35,2.79,517.36,563510.97,658.68,624654.51,405.3,603050.48,627.76,794789.76,NA
250400905000118,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009004,Bela Vista,1,0,304,990,3.26,3.49,2284.18,13073722.06,2497.81,13765328.96,1191.94,6651818.48,1804.23,8968087.66,NA
250400905000119,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009004,Bela Vista,1,0,226,701,3.1,3.18,546.5,337369.64,664.03,331850.3,413.31,227647.46,607.05,216721.28,NA
250400905000120,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009028,Monte Santo,1,0,285,885,3.11,2.22,886.87,1512559.2,936.14,1550607,514.7,839336.99,808.96,1081642.89,NA
250400905000121,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009028,Monte Santo,1,0,235,800,3.4,2.59,640.72,327206.62,681.31,320249.51,399.71,265046.79,634.73,271729.31,NA
250400905000122,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009028,Monte Santo,1,0,264,921,3.49,2.78,935.22,1055456.1,968.22,1060769.58,476.03,597309.22,812.3,746409.83,NA
250400905000123,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009028,Monte Santo,1,0,290,933,3.22,2.68,650.55,283403.78,693.6,272257.33,376.12,250459.67,617.4,262187.3,NA
250400905000124,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009028,Monte Santo,1,0,312,1061,3.4,2.48,722.92,522486.21,826.2,511762.47,408.07,321971.38,698.05,348398.18,NA
250400905000125,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009028,Monte Santo,1,0,253,823,3.25,2.94,818.57,1157778.65,892.66,1196603.98,476.05,661070.63,774.38,844750.58,NA
250400905000126,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009028,Monte Santo,1,0,231,791,3.42,2.71,502.45,434398,641.24,465566.9,367.74,348799.64,602.58,430236.24,NA
250400905000127,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009028,Monte Santo,1,0,277,880,3.18,3.19,883.22,767520.4,919.74,765660.1,551.48,692662.5,801.87,806585.73,NA
250400905000128,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,322,1071,3.33,2.56,576.13,169824.56,641.92,146907.06,362.75,170345.67,587.89,143663.86,NA
250400905000129,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,264,933,3.53,2.56,549.14,224508.46,624.88,208074.11,332.32,156610.49,544.94,140913.15,NA
250400905000130,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,261,925,3.54,2.77,515.25,150392.84,584.7,129968.65,289.67,130349.95,535.96,109125.53,NA
250400905000131,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,246,899,3.65,3.21,456.08,54963.45,489.93,42401.01,231.97,81153.65,453.04,58280.84,NA
250400905000132,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,256,893,3.49,2.69,526.73,98701.84,566.57,83532.41,285.64,114264.27,540.37,78420.69,NA
250400905000133,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,269,955,3.55,2.93,534.88,142400.02,568.71,132127.32,315.5,117314.65,477.77,100092.7,NA
250400905000134,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,311,1064,3.42,2.66,603.11,213857.95,637.98,203941.58,355.93,210198.17,563.13,215891.52,NA
250400905000135,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,257,903,3.51,2.86,440.12,67952.45,498.29,47860.74,254.12,85377.48,444.71,64604.62,NA
250400905000136,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,288,946,3.28,2.41,483.56,168141.46,535.63,158317.73,309.36,125867.4,485.78,111917.53,NA
250400905000137,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,255,913,3.58,3.39,280.78,117900.04,464.94,109551.73,208.4,90997.33,491.85,75300.52,NA
250400905000138,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009020,Jeremias,1,0,301,1127,3.74,4.54,449.87,414234.3,680.45,469933.11,320.71,289417.42,656.03,372221.23,NA
250400905000139,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009002,Alto Branco,1,0,322,1101,3.42,2.42,3000.38,18744712.77,3057.35,18927026.89,1468.37,8558775.75,2177.54,11151946.65,NA
250400905000140,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009002,Alto Branco,1,0,502,1796,3.58,2.99,886.37,2851976.76,995.43,3094871.48,513.38,1283793.84,820.3,1800085.42,NA
250400905000141,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009002,Alto Branco,1,0,316,1114,3.53,2.05,3432.28,16562756.98,3476.28,16622322.11,1609.5,7995842.7,2421.66,10066958.68,NA
250400905000142,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009002,Alto Branco,1,0,330,1165,3.53,3.38,1462.16,4738360.92,1630.11,5009771.51,776.99,2547286.24,1312.19,3601440.47,NA
250400905000143,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009002,Alto Branco,1,0,146,614,4.21,3.65,695.24,1065607.01,818.59,1154410.39,356.31,565649.19,701.95,873062.94,NA
250400905000144,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009002,Alto Branco,1,0,325,1158,3.56,2.6,1455.9,6915600.76,1506.9,7081538.96,734.14,2970819.41,1126.99,4119574.16,NA
250400905000145,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009002,Alto Branco,1,0,301,1067,3.54,4.56,3383.51,16848849.65,3440.66,16937109.66,1734.98,9886492.52,2614.93,12604037.99,NA
250400905000146,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009006,Castelo Branco,1,0,309,1139,3.69,4.05,1153.84,1970809.31,1212.71,2000068.29,660.27,1108631.23,1036.41,1350729.8,NA
250400905000147,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009006,Castelo Branco,1,0,230,887,3.86,4.04,719.13,1586420.26,884.5,1806124.24,425.97,943433.34,789.36,1462759.15,NA
250400905000148,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,236,853,3.61,3.07,384.97,278932.73,501.95,305117.85,305.42,161521.22,490.78,168593.07,NA
250400905000149,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,279,914,3.28,2.55,752.46,629309.98,795.22,631074.62,472.18,402026.22,691.13,437185.95,NA
250400905000150,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,245,804,3.28,2.83,738.74,433089.99,776.79,425809.74,435.13,275385.59,665.93,267741.7,NA
250400905000151,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,260,845,3.25,2.08,594.97,251015.86,649.97,238419.78,362.73,217745.65,604.28,216779.87,NA
250400905000152,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,285,1002,3.52,3.18,641.05,252808.83,692.04,237571.94,377.31,227639.63,611.7,225670.96,NA
250400905000153,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009027,Monte Castelo,1,0,283,881,3.11,2.05,672.76,5214244.68,806.74,6148544.98,438.51,2083221.14,694.31,3122997.12,NA
