Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
250400905000273,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,386,1351,3.5,2.57,779.75,386092.07,822.36,372111.54,422.89,269309.07,693.96,253801.13,NA
250400905000274,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,216,835,3.87,2.49,711.11,779011.3,843.95,812611.67,413.21,564061.25,697.73,754398.09,NA
250400905000275,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,413,1464,3.54,2.75,669.37,364443.64,718.05,355971.29,418.01,260866.58,627.02,260247.71,NA
250400905000276,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,319,1115,3.5,2.49,724.72,589579.95,834.61,587255.2,456.15,418096.75,714.23,470401.87,NA
250400905000277,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,319,1120,3.51,2.85,607.9,346485.98,754.56,319309.88,415.44,287403.28,705.8,283332.26,NA
250400905000278,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,291,1012,3.48,1.8,603.75,632406.08,750.82,676220.59,418.25,358621.45,680.44,405110.42,NA
250400905000279,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,274,967,3.53,2.47,921.85,2652960.4,964.08,2734074.09,492.09,1090635.88,705.85,1414092.81,NA
250400905000280,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,331,1216,3.67,2.53,725.77,675816.14,861.04,685337.83,407.95,372044.07,718.63,432219.74,NA
250400905000281,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,338,1154,3.41,2.84,826.84,532654.84,870.63,522708.97,450.7,330959.95,705.59,338295.93,NA
250400905000282,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,188,651,3.46,2.09,886.34,841107.9,925.73,842028.26,476.95,464461.3,740.22,526125.5,NA
250400905000283,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,317,1178,3.72,2.65,840.74,1076240.23,976.24,1117568.31,436.77,563329.43,798.92,741412.18,NA
250400905000284,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,278,955,3.44,2.54,692.06,238548.38,734.32,222018.17,438.25,245640.6,669.98,220223.48,NA
250400905000285,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,350,1215,3.47,2.07,838.13,469228.41,857.73,463371.34,482.32,432534.64,723.14,474407.01,NA
250400905000286,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,374,1276,3.41,2.03,903,1327536.33,935.52,1344969.46,481.01,742973.78,763.85,964103.15,NA
250400905000287,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,168,613,3.65,3.06,571.43,121949.44,603.78,109242.86,315.44,118645.1,478.16,101990.46,NA
250400905000288,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,229,902,3.94,3.83,496.55,142371.39,544.06,130084.81,285.62,147003.88,485.96,152771.19,NA
250400905000289,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,276,965,3.5,1.95,703.67,226801.71,721.99,219455.88,382.72,202683.47,603.4,186360.24,NA
250400905000290,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,174,638,3.67,1.54,783.3,415480.16,811.27,407576.34,404,271275.18,650.68,276420.22,NA
250400905000291,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,316,1119,3.54,2.03,571.35,171405.55,681.31,129319.52,296.83,157866.6,649.15,116445.48,NA
250400905000292,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,327,1190,3.64,2.42,792.28,368727.12,825.08,356891.49,415.05,258825,677.91,244525.88,NA
250400905000293,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,364,1263,3.47,2.5,647.23,276340.7,671.2,270469.08,366.01,206957.39,559.24,208156.31,NA
250400905000294,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,232,849,3.66,2.75,462.55,130934.87,596.18,88861.88,319.95,142698.09,588.51,104327.6,NA
250400905000295,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,1,330,1177,3.57,3.26,544.73,146537.89,583.64,134256.25,302.65,122419.36,507.54,101269.98,NA
250400905000296,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,1,286,1099,3.84,3.62,489.29,104011.98,528.06,91732.97,256.49,97260.6,458.36,81247.21,NA
250400905000297,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,1,273,994,3.64,2.91,424.64,158816.44,582.55,125717.69,228.62,224763.37,581.06,366897.46,NA
250400905000298,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,305,1118,3.67,2.44,319.73,185628.56,495.02,200702.7,208.47,105189.48,440.48,120096.39,NA
250400905000299,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009037,Ramadinha,1,0,149,502,3.37,2.67,452.89,148537.9,523.1,134730.54,259.14,117240.28,466.92,114212.32,NA
250400905000300,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009037,Ramadinha,1,0,247,889,3.6,3,495.99,661758.54,564.56,714778.03,257.12,284230.09,455.05,413269.87,NA
250400905000301,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,357,1321,3.7,2.86,629.15,202758.1,660.61,192083.28,338.3,174867.2,580.1,159560.73,NA
250400905000302,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,256,899,3.51,2.24,981.93,1438301.32,1034.46,1460999.4,494.35,733744.87,832.76,954692.46,NA
250400905000303,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,310,1144,3.69,3.29,701.04,677396.01,1010.8,663536.47,587.05,623227.72,947.22,664497.5,NA
250400905000304,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,297,1114,3.75,2.82,1486.99,49152649.28,1647.9,54225177.79,662.96,15151908.65,1171.38,26196061.84,NA
250400905000305,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,185,640,3.46,1.79,895.85,532462.3,980.67,499502.9,513.47,435822.24,830.04,441770.86,NA
250400905000306,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,280,962,3.44,1.33,987.11,613977.68,1079.66,571458.49,588.77,463541.69,947.24,406105.23,NA
250400905000307,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,307,1089,3.55,2.41,1335.79,1753528.08,1414.09,1745563.32,703.24,1066253.47,1112.13,1231742.49,NA
250400905000308,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,306,1012,3.31,2.21,772.92,782380.43,899.29,796709.84,470.3,457322.6,773.63,517733.09,NA
250400905000309,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,261,915,3.51,2.38,876.5,822005.5,961.2,820017.42,484.32,475767.2,766.38,536798.57,NA
250400905000310,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,260,902,3.47,2.45,1151.57,1653799.54,1222.07,1668953.65,592.31,856053.42,952.43,1033897.84,NA
250400905000311,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,215,762,3.54,2.74,709.37,325543.36,743.98,315630.99,430.15,287729.04,651.68,291555.5,NA
250400905000312,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,370,1273,3.44,2.56,587.44,400535.49,666.73,401736.77,347.96,241936.26,614.01,263599.84,NA
250400905000313,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009005,Bodocongó,1,0,365,1098,3.01,2.15,900.86,513161.78,961.45,489354.38,557.77,407397.9,832.13,379441.97,NA
250400905000314,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009031,Novo Bodocongo,1,0,132,509,3.86,3.67,502.83,290953.47,557.76,292110.17,273.49,169496.56,446.67,199600.1,NA
250400905000315,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009043,Serrotão,1,1,238,854,3.59,4.05,277.34,71073.23,362.68,61942.63,169.03,58922.85,319.5,63313.47,NA
250400905000316,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009043,Serrotão,1,0,256,929,3.63,1.98,327.9,68174.01,399.72,54331.14,203.21,69122.96,382.01,61622.58,NA
250400905000317,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009043,Serrotão,1,0,181,650,3.59,3.79,459.62,142299.12,489.36,136921.18,252.04,129174.24,436.46,143249.22,NA
250400905000318,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009043,Serrotão,1,0,225,777,3.45,2.28,518.73,210811.66,580.67,199963.41,312.81,147505.75,496.37,142938.4,NA
250400905000319,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009043,Serrotão,1,0,316,1159,3.67,3.07,308.61,153892.19,424.01,162543.72,268.68,122434.21,439.9,125143.07,NA
250400905000320,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009043,Serrotão,1,6,NA,NA,NA,NA,NA,NA,NA,NA,8.22,1579.04,200,0,NA
250400905000321,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009050,Velame,1,0,304,1155,3.8,3.65,672.97,548832.12,789.9,551840.93,361.31,351651.75,635.88,444465.61,NA
250400905000322,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009050,Velame,1,0,186,690,3.71,3.09,371.91,168946.91,540.44,154310.2,307.18,149319.03,534.48,138287.65,NA
250400905000323,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009050,Velame,1,0,342,1164,3.4,2.09,616.71,488363.31,661.18,494193.55,325.64,260634.05,536.84,316384.49,NA
250400905000324,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009039,Santa Cruz,1,0,143,371,2.59,1.27,1139.27,1431825.14,1147.3,1432709.84,760.8,1007702.9,996.68,1085377.67,NA
250400905000325,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009050,Velame,1,0,86,272,3.16,1.76,778.31,1113771.28,916.92,1186015.41,444.11,578507.81,743.55,747190.77,NA
250400905000326,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009050,Velame,1,0,64,199,3.11,1.69,758.63,516243.63,916.08,478438.72,599.01,448899.66,816.39,434221.23,NA
250400905000327,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009025,Malvinas,1,0,318,1160,3.65,1.72,689.97,367337.78,748.84,354551.59,353.44,256548.09,640.53,281090.56,NA
250400905000328,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,1,307,1155,3.76,3.76,265.41,101671.6,323.34,105145.69,212.8,76948.03,349.34,78624.45,NA
250400905000329,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,1,174,697,4.01,2.95,450.84,77928.78,490.29,65327.23,250.76,79014.67,402.41,65735.26,NA
250400905000330,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009031,Novo Bodocongo,1,0,25,81,3.24,2.27,293.72,59361.79,407.94,34466.64,140.8,44884.77,333.74,41889.35,NA
250400905000331,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009e3,CAMPINA GRANDE (demais setores),4,0,216,745,3.45,2.59,757.84,896520.39,798.5,912232.32,413.67,449696.46,664.41,555953.41,NA
250400905000332,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009e3,CAMPINA GRANDE (demais setores),4,0,307,1111,3.62,2.94,634.79,1046477.42,703.54,1111681.75,331.85,562770.69,612.29,867254.87,NA
250400905000333,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009e3,CAMPINA GRANDE (demais setores),4,0,161,539,3.35,3.04,520.91,86908.54,566.67,68489.52,306.81,109793.59,519.31,75356.16,NA
250400905000334,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009e3,CAMPINA GRANDE (demais setores),8,0,218,729,3.34,2.62,549.48,645051.76,772.81,735219,329.72,527922.6,683.15,853417.4,NA
250400905000335,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009e3,CAMPINA GRANDE (demais setores),8,0,67,230,3.43,2.22,590.99,415122.38,638.65,418211.94,362.11,828662.28,621.21,1264388.25,NA
250400905000336,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009e3,CAMPINA GRANDE (demais setores),8,0,114,421,3.69,3.29,498.12,431582.32,585.42,456368.66,311.65,318557.92,561.94,434348.02,NA
250400905000337,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009e3,CAMPINA GRANDE (demais setores),8,0,75,268,3.57,4.17,229.79,46985.12,351.71,28658.29,205.61,41272.75,338.82,22746.69,NA
250400905000338,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009e3,CAMPINA GRANDE (demais setores),8,0,228,810,3.55,3.31,533.17,552174.54,587.26,576545.67,273.32,263407.09,493.9,367330.04,NA
250400905000339,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009019,Jardim Tavares,1,0,202,605,3,2.07,4476.14,34717053.67,5318.71,36782812.52,2398.14,19203407.81,4093.65,25860751.92,NA
250400905000340,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009019,Jardim Tavares,1,0,289,1032,3.57,2.29,2270.65,11427073.92,2369.01,11690025.15,1210.05,6190794.34,1889.5,8387018.81,NA
250400905000341,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009042,Santo Antônio,1,0,106,401,3.78,3.54,618.19,356282.8,704.6,345078.18,334.02,214007,584.97,228065.41,NA
250400905000342,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009002,Alto Branco,1,0,231,814,3.52,2.93,1034.93,1543952.05,1122.39,1576416.28,567.78,889408.01,928.36,1120041.57,NA
250400905000343,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009029,Nações,1,0,187,707,3.78,2.96,3202.63,23986692.47,3422.24,24885073.19,1523.71,11241568.26,2461.67,15864300.53,NA
250400905000344,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,1,224,818,3.65,3.21,500.16,429951.33,565.84,449344.58,270.45,225515.92,473.29,298848.39,NA
250400905000345,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,0,356,1323,3.72,2.9,533.85,221485.66,569.02,216049.29,275.39,158086.23,514.63,172324.86,NA
250400905000346,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,0,237,882,3.72,3.48,499.65,288678.46,548.22,290120.29,288.96,190921.21,499.74,224929.36,NA
250400905000347,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,1,68,266,3.91,3.48,296.82,111785.31,395.76,109851.74,163.26,65471.41,336.73,76740.94,NA
250400905000348,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009030,Nova Brasília,1,0,170,661,3.89,3.64,1376.88,2203885.31,1462.94,2215809.37,737.08,1512576.86,1177.26,1898750.55,NA
250400905000349,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009024,Louzeiro,1,0,140,459,3.28,2.25,827.13,740012.57,857.76,741151.84,457.73,427741.84,708.75,484634.05,NA
250400905000350,2,Região Nordeste,25,Paraiba,2503,Agreste Paraibano,25017,Campina Grande,09,RM Campina Grande,2504009,CAMPINA GRANDE,250400905,CAMPINA GRANDE,25040090500,CAMPINA GRANDE,2504009003,Araxá,1,1,113,395,3.5,3.23,342,122392.29,424.68,116807.04,182.98,83225.86,369.89,99216.46,NA
